"Word","Key","Count","Keep","Filter","Defining","Bitter","Sweet","Sour","Salty","Chemical","Pungent","Oxidized","Microbiological","Floral","Spicy","Fruity","Vegetative","Nutty","Caramelized","Woody","Earthy","Effect"
"where",,"13",,1,,,,,,,,,,,,,,,,,,
"wild",,"24",,1,,,,,,,,,,,,,,,,,,
"will",,"89",,1,,,,,,,,,,,,,,,,,,
"willard",,"9",,1,,,,,,,,,,,,,,,,,,
"winding",,"19",,1,,,,,,,,,,,,,,,,,,
"winery",,"646",,1,,,,,,,,,,,,,,,,,,
"without",,"16",,1,,,,,,,,,,,,,,,,,,
"woodward",,"12",,1,,,,,,,,,,,,,,,,,,
"word",,"3",,1,,,,,,,,,,,,,,,,,,
"work",,"2",,1,,,,,,,,,,,,,,,,,,
"would",,"19",,1,,,,,,,,,,,,,,,,,,
"wound",,"40",,1,,,,,,,,,,,,,,,,,,
"woven",,"2",,1,,,,,,,,,,,,,,,,,,
"wow",,"6",,1,,,,,,,,,,,,,,,,,,
"written",,"4",,1,,,,,,,,,,,,,,,,,,
"yakima",,"33",,1,,,,,,,,,,,,,,,,,,
"year",,"47",,1,,,,,,,,,,,,,,,,,,
"yellow",,"105",,1,,,,,,,,,,,,,,,,,,
"young",,"16",,1,,,,,,,,,,,,,,,,,,
"??????",,"38",,"1",,,,,,,,,,,,,,,,,,
"?????????rich?????????",,"2",,"1",,,,,,,,,,,,,,,,,,
"??????sample",,"3",,"1",,,,,,,,,,,,,,,,,,
"1g",,"3",,"1",,,,,,,,,,,,,,,,,,
"225l",,"3",,"1",,,,,,,,,,,,,,,,,,
"22g",,"3",,"1",,,,,,,,,,,,,,,,,,
"24k",,"6",,"1",,,,,,,,,,,,,,,,,,
"2g",,"5",,"1",,,,,,,,,,,,,,,,,,
"2nd",,"2",,"1",,,,,,,,,,,,,,,,,,
"3g",,"2",,"1",,,,,,,,,,,,,,,,,,
"4g",,"3",,"1",,,,,,,,,,,,,,,,,,
"500l",,"4",,"1",,,,,,,,,,,,,,,,,,
"5g",,"6",,"1",,,,,,,,,,,,,,,,,,
"6g",,"3",,"1",,,,,,,,,,,,,,,,,,
"8g",,"5",,"1",,,,,,,,,,,,,,,,,,
"9g",,"2",,"1",,,,,,,,,,,,,,,,,,
"a",,"3781",,"1",,,,,,,,,,,,,,,,,,
"about",,"37",,"1",,,,,,,,,,,,,,,,,,
"above",,"9",,"1",,,,,,,,,,,,,,,,,,
"abundant",,"398",,"1",,,,,,,,,,,,,,,,,,
"accent",,"9",,"1",,,,,,,,,,,,,,,,,,
"accented",,"81",,"1",,,,,,,,,,,,,,,,,,
"accents",,"36",,"1",,,,,,,,,,,,,,,,,,
"accompaniment",,"2",,"1",,,,,,,,,,,,,,,,,,
"added",,"3",,"1",,,,,,,,,,,,,,,,,,
"additional",,"26",,"1",,,,,,,,,,,,,,,,,,
"after",,"56",,"1",,,,,,,,,,,,,,,,,,
"age",,"32",,"1",,,,,,,,,,,,,,,,,,
"ah",,"2",,"1",,,,,,,,,,,,,,,,,,
"air",,"2",,"1",,,,,,,,,,,,,,,,,,
"airport",,"4",,"1",,,,,,,,,,,,,,,,,,
"alcohol",,"1842",,"1",,,,,,,,,,,,,,,,,,
"alice",,"4",,"1",,,,,,,,,,,,,,,,,,
"aligote",,"2",,"1",,,,,,,,,,,,,,,,,,
"all",,"62",,"1",,,,,,,,,,,,,,,,,,
"alongside",,"3",,"1",,,,,,,,,,,,,,,,,,
"although",,"28",,"1",,,,,,,,,,,,,,,,,,
"ambassador",,"5",,"1",,,,,,,,,,,,,,,,,,
"american",,"226",,"1",,,,,,,,,,,,,,,,,,
"among",,"21",,"1",,,,,,,,,,,,,,,,,,
"amount",,"78",,"1",,,,,,,,,,,,,,,,,,
"an",,"1090",,"1",,,,,,,,,,,,,,,,,,
"and",,"6454",,"1",,,,,,,,,,,,,,,,,,
"andrew",,"2",,"1",,,,,,,,,,,,,,,,,,
"andrews",,"6",,"1",,,,,,,,,,,,,,,,,,
"animalistic",,"2",,"1",,,,,,,,,,,,,,,,,,
"anna",,"2",,"1",,,,,,,,,,,,,,,,,,
"announcement",,"3",,"1",,,,,,,,,,,,,,,,,,
"another",,"9",,"1",,,,,,,,,,,,,,,,,,
"any",,"4",,"1",,,,,,,,,,,,,,,,,,
"appear",,"5",,"1",,,,,,,,,,,,,,,,,,
"appears",,"3",,"1",,,,,,,,,,,,,,,,,,
"appropriately",,"3",,"1",,,,,,,,,,,,,,,,,,
"are",,"64",,"1",,,,,,,,,,,,,,,,,,
"arete",,"5",,"1",,,,,,,,,,,,,,,,,,
"aroma",,"83",,"1",,,,,,,,,,,,,,,,,,
"aromatics",,"117",,"1",,,,,,,,,,,,,,,,,,
"art",,"8",,"1",,,,,,,,,,,,,,,,,,
"as",,"218",,"1",,,,,,,,,,,,,,,,,,
"asian",,"2",,"1",,,,,,,,,,,,,,,,,,
"aspect",,"3",,"1",,,,,,,,,,,,,,,,,,
"at",,"472",,"1",,,,,,,,,,,,,,,,,,
"attack",,"2",,"1",,,,,,,,,,,,,,,,,,
"attention",,"4",,"1",,,,,,,,,,,,,,,,,,
"attractive",,"3",,"1",,,,,,,,,,,,,,,,,,
"august",,"3",,"1",,,,,,,,,,,,,,,,,,
"ava",,"5",,"1",,,,,,,,,,,,,,,,,,
"away",,"5",,"1",,,,,,,,,,,,,,,,,,
"bacchus",,"53",,"1",,,,,,,,,,,,,,,,,,
"backed",,"9",,"1",,,,,,,,,,,,,,,,,,
"background",,"12",,"1",,,,,,,,,,,,,,,,,,
"bar",,"3",,"1",,,,,,,,,,,,,,,,,,
"barbera",,"25",,"1",,,,,,,,,,,,,,,,,,
"barely",,"8",,"1",,,,,,,,,,,,,,,,,,
"barrels",,"40",,"1",,,,,,,,,,,,,,,,,,
"based",,"2",,"1",,,,,,,,,,,,,,,,,,
"bay",,"3",,"1",,,,,,,,,,,,,,,,,,
"be",,"103",,"1",,,,,,,,,,,,,,,,,,
"bear",,"9",,"1",,,,,,,,,,,,,,,,,,
"beat",,"10",,"1",,,,,,,,,,,,,,,,,,
"becomes",,"5",,"1",,,,,,,,,,,,,,,,,,
"becoming",,"3",,"1",,,,,,,,,,,,,,,,,,
"been",,"5",,"1",,,,,,,,,,,,,,,,,,
"bell",,"5",,"1",,,,,,,,,,,,,,,,,,
"ben",,"4",,"1",,,,,,,,,,,,,,,,,,
"benches",,"4",,"1",,,,,,,,,,,,,,,,,,
"beneath",,"2",,"1",,,,,,,,,,,,,,,,,,
"best",,"54",,"1",,,,,,,,,,,,,,,,,,
"better",,"19",,"1",,,,,,,,,,,,,,,,,,
"beyond",,"3",,"1",,,,,,,,,,,,,,,,,,
"biggest",,"2",,"1",,,,,,,,,,,,,,,,,,
"bit",,"309",,"1",,,,,,,,,,,,,,,,,,
"black",,"451",,"1",,,,,,,,,,,,,,,,,,
"blackrock",,"4",,"1",,,,,,,,,,,,,,,,,,
"blind",,"2",,"1",,,,,,,,,,,,,,,,,,
"block",,"47",,"1",,,,,,,,,,,,,,,,,,
"blocks",,"2",,"1",,,,,,,,,,,,,,,,,,
"blue",,"62",,"1",,,,,,,,,,,,,,,,,,
"bodied",,"294",,"1",,,,,,,,,,,,,,,,,,
"body",,"8",,"1",,,,,,,,,,,,,,,,,,
"bomb",,"4",,"1",,,,,,,,,,,,,,,,,,
"boom",,"2",,"1",,,,,,,,,,,,,,,,,,
"bosc",,"2",,"1",,,,,,,,,,,,,,,,,,
"both",,"11",,"1",,,,,,,,,,,,,,,,,,
"bottled",,"13",,"1",,,,,,,,,,,,,,,,,,
"bottles",,"2",,"1",,,,,,,,,,,,,,,,,,
"boushey",,"61",,"1",,,,,,,,,,,,,,,,,,
"bowl",,"3",,"1",,,,,,,,,,,,,,,,,,
"box",,"28",,"1",,,,,,,,,,,,,,,,,,
"bracing",,"2",,"1",,,,,,,,,,,,,,,,,,
"brick",,"3",,"1",,,,,,,,,,,,,,,,,,
"bridge",,"83",,"1",,,,,,,,,,,,,,,,,,
"bring",,"11",,"1",,,,,,,,,,,,,,,,,,
"bringing",,"4",,"1",,,,,,,,,,,,,,,,,,
"brings",,"32",,"1",,,,,,,,,,,,,,,,,,
"broadens",,"3",,"1",,,,,,,,,,,,,,,,,,
"brothers",,"4",,"1",,,,,,,,,,,,,,,,,,
"brunello",,"2",,"1",,,,,,,,,,,,,,,,,,
"bud",,"10",,"1",,,,,,,,,,,,,,,,,,
"buffeted",,"8",,"1",,,,,,,,,,,,,,,,,,
"builds",,"2",,"1",,,,,,,,,,,,,,,,,,
"buoy",,"3",,"1",,,,,,,,,,,,,,,,,,
"but",,"335",,"1",,,,,,,,,,,,,,,,,,
"by",,"944",,"1",,,,,,,,,,,,,,,,,,
"cab",,"68",,"1",,,,,,,,,,,,,,,,,,
"cabernet",,"1268",,"1",,,,,,,,,,,,,,,,,,
"call",,"2",,"1",,,,,,,,,,,,,,,,,,
"calls",,"3",,"1",,,,,,,,,,,,,,,,,,
"can",,"20",,"1",,,,,,,,,,,,,,,,,,
"canoe",,"9",,"1",,,,,,,,,,,,,,,,,,
"canyon",,"59",,"1",,,,,,,,,,,,,,,,,,
"caps",,"10",,"1",,,,,,,,,,,,,,,,,,
"care",,"8",,"1",,,,,,,,,,,,,,,,,,
"carignan",,"8",,"1",,,,,,,,,,,,,,,,,,
"carm??????n??????re",,"6",,"1",,,,,,,,,,,,,,,,,,
"carmenere",,"2",,"1",,,,,,,,,,,,,,,,,,
"caroway",,"4",,"1",,,,,,,,,,,,,,,,,,
"carries",,"17",,"1",,,,,,,,,,,,,,,,,,
"case",,"4",,"1",,,,,,,,,,,,,,,,,,
"category",,"2",,"1",,,,,,,,,,,,,,,,,,
"cayuse",,"7",,"1",,,,,,,,,,,,,,,,,,
"cellar",,"34",,"1",,,,,,,,,,,,,,,,,,
"cellaring",,"3",,"1",,,,,,,,,,,,,,,,,,
"cellars",,"8",,"1",,,,,,,,,,,,,,,,,,
"champoux",,"43",,"1",,,,,,,,,,,,,,,,,,
"change",,"3",,"1",,,,,,,,,,,,,,,,,,
"charms",,"2",,"1",,,,,,,,,,,,,,,,,,
"check",,"4",,"1",,,,,,,,,,,,,,,,,,
"chenin",,"10",,"1",,,,,,,,,,,,,,,,,,
"chris",,"3",,"1",,,,,,,,,,,,,,,,,,
"chukar",,"4",,"1",,,,,,,,,,,,,,,,,,
"church",,"7",,"1",,,,,,,,,,,,,,,,,,
"ciel",,"87",,"1",,,,,,,,,,,,,,,,,,
"cinsault",,"32",,"1",,,,,,,,,,,,,,,,,,
"city",,"2",,"1",,,,,,,,,,,,,,,,,,
"class",,"2",,"1",,,,,,,,,,,,,,,,,,
"classic",,"20",,"1",,,,,,,,,,,,,,,,,,
"clifton",,"12",,"1",,,,,,,,,,,,,,,,,,
"closure",,"3",,"1",,,,,,,,,,,,,,,,,,
"co",,"39",,"1",,,,,,,,,,,,,,,,,,
"coating",,"18",,"1",,,,,,,,,,,,,,,,,,
"coats",,"23",,"1",,,,,,,,,,,,,,,,,,
"coaxing",,"2",,"1",,,,,,,,,,,,,,,,,,
"color",,"304",,"1",,,,,,,,,,,,,,,,,,
"colored",,"71",,"1",,,,,,,,,,,,,,,,,,
"columbia",,"21",,"1",,,,,,,,,,,,,,,,,,
"combination",,"7",,"1",,,,,,,,,,,,,,,,,,
"combine",,"3",,"1",,,,,,,,,,,,,,,,,,
"combines",,"3",,"1",,,,,,,,,,,,,,,,,,
"comers",,"4",,"1",,,,,,,,,,,,,,,,,,
"compact",,"17",,"1",,,,,,,,,,,,,,,,,,
"compared",,"9",,"1",,,,,,,,,,,,,,,,,,
"complete",,"7",,"1",,,,,,,,,,,,,,,,,,
"completely",,"39",,"1",,,,,,,,,,,,,,,,,,
"component",,"23",,"1",,,,,,,,,,,,,,,,,,
"components",,"6",,"1",,,,,,,,,,,,,,,,,,
"composed",,"2",,"1",,,,,,,,,,,,,,,,,,
"conner",,"66",,"1",,,,,,,,,,,,,,,,,,
"considering",,"5",,"1",,,,,,,,,,,,,,,,,,
"consistent",,"6",,"1",,,,,,,,,,,,,,,,,,
"consume",,"2",,"1",,,,,,,,,,,,,,,,,,
"continues",,"8",,"1",,,,,,,,,,,,,,,,,,
"contrast",,"2",,"1",,,,,,,,,,,,,,,,,,
"cooked",,"4",,"1",,,,,,,,,,,,,,,,,,
"coolness",,"2",,"1",,,,,,,,,,,,,,,,,,
"correct",,"8",,"1",,,,,,,,,,,,,,,,,,
"couldn?????????t",,"3",,"1",,,,,,,,,,,,,,,,,,
"counoise",,"18",,"1",,,,,,,,,,,,,,,,,,
"counting",,"2",,"1",,,,,,,,,,,,,,,,,,
"coyote",,"31",,"1",,,,,,,,,,,,,,,,,,
"cr??????me",,"2",,"1",,,,,,,,,,,,,,,,,,
"cracked",,"4",,"1",,,,,,,,,,,,,,,,,,
"crawford",,"12",,"1",,,,,,,,,,,,,,,,,,
"crazy",,"6",,"1",,,,,,,,,,,,,,,,,,
"cs",,"2",,"1",,,,,,,,,,,,,,,,,,
"dances",,"6",,"1",,,,,,,,,,,,,,,,,,
"days",,"7",,"1",,,,,,,,,,,,,,,,,,
"dazzler",,"3",,"1",,,,,,,,,,,,,,,,,,
"de",,"20",,"1",,,,,,,,,,,,,,,,,,
"dead",,"6",,"1",,,,,,,,,,,,,,,,,,
"deal",,"13",,"1",,,,,,,,,,,,,,,,,,
"decades",,"6",,"1",,,,,,,,,,,,,,,,,,
"decent",,"4",,"1",,,,,,,,,,,,,,,,,,
"definitely",,"5",,"1",,,,,,,,,,,,,,,,,,
"deft",,"7",,"1",,,,,,,,,,,,,,,,,,
"delicious",,"57",,"1",,,,,,,,,,,,,,,,,,
"delight",,"3",,"1",,,,,,,,,,,,,,,,,,
"deliver",,"2",,"1",,,,,,,,,,,,,,,,,,
"delivers",,"20",,"1",,,,,,,,,,,,,,,,,,
"demands",,"3",,"1",,,,,,,,,,,,,,,,,,
"denhoed",,"3",,"1",,,,,,,,,,,,,,,,,,
"descent",,"2",,"1",,,,,,,,,,,,,,,,,,
"designated",,"2",,"1",,,,,,,,,,,,,,,,,,
"destiny",,"11",,"1",,,,,,,,,,,,,,,,,,
"detraction",,"2",,"1",,,,,,,,,,,,,,,,,,
"dineen",,"30",,"1",,,,,,,,,,,,,,,,,,
"dinner",,"8",,"1",,,,,,,,,,,,,,,,,,
"dipping",,"6",,"1",,,,,,,,,,,,,,,,,,
"dips",,"14",,"1",,,,,,,,,,,,,,,,,,
"disconnected",,"2",,"1",,,,,,,,,,,,,,,,,,
"disjointed",,"2",,"1",,,,,,,,,,,,,,,,,,
"display",,"7",,"1",,,,,,,,,,,,,,,,,,
"displaying",,"5",,"1",,,,,,,,,,,,,,,,,,
"displays",,"6",,"1",,,,,,,,,,,,,,,,,,
"do",,"5",,"1",,,,,,,,,,,,,,,,,,
"does",,"8",,"1",,,,,,,,,,,,,,,,,,
"doesn?????????t",,"25",,"1",,,,,,,,,,,,,,,,,,
"dominated",,"18",,"1",,,,,,,,,,,,,,,,,,
"dominates",,"3",,"1",,,,,,,,,,,,,,,,,,
"don?????????t",,"5",,"1",,,,,,,,,,,,,,,,,,
"donated",,"2",,"1",,,,,,,,,,,,,,,,,,
"done",,"8",,"1",,,,,,,,,,,,,,,,,,
"dosage",,"3",,"1",,,,,,,,,,,,,,,,,,
"dose",,"11",,"1",,,,,,,,,,,,,,,,,,
"double",,"22",,"1",,,,,,,,,,,,,,,,,,
"down",,"48",,"1",,,,,,,,,,,,,,,,,,
"draw",,"19",,"1",,,,,,,,,,,,,,,,,,
"drawing",,"3",,"1",,,,,,,,,,,,,,,,,,
"drawn",,"47",,"1",,,,,,,,,,,,,,,,,,
"draws",,"24",,"1",,,,,,,,,,,,,,,,,,
"drink",,"5",,"1",,,,,,,,,,,,,,,,,,
"drinker",,"8",,"1",,,,,,,,,,,,,,,,,,
"drinking",,"44",,"1",,,,,,,,,,,,,,,,,,
"drop",,"14",,"1",,,,,,,,,,,,,,,,,,
"drum",,"2",,"1",,,,,,,,,,,,,,,,,,
"du",,"83",,"1",,,,,,,,,,,,,,,,,,
"dubrul",,"15",,"1",,,,,,,,,,,,,,,,,,
"each",,"8",,"1",,,,,,,,,,,,,,,,,,
"early",,"2",,"1",,,,,,,,,,,,,,,,,,
"easily",,"3",,"1",,,,,,,,,,,,,,,,,,
"edges",,"12",,"1",,,,,,,,,,,,,,,,,,
"effort",,"17",,"1",,,,,,,,,,,,,,,,,,
"effortlessly",,"6",,"1",,,,,,,,,,,,,,,,,,
"eight",,"5",,"1",,,,,,,,,,,,,,,,,,
"element",,"4",,"1",,,,,,,,,,,,,,,,,,
"emerging",,"4",,"1",,,,,,,,,,,,,,,,,,
"en",,"2",,"1",,,,,,,,,,,,,,,,,,
"endlessly",,"10",,"1",,,,,,,,,,,,,,,,,,
"energy",,"3",,"1",,,,,,,,,,,,,,,,,,
"enjoy",,"8",,"1",,,,,,,,,,,,,,,,,,
"enough",,"15",,"1",,,,,,,,,,,,,,,,,,
"enthusiast",,"4",,"1",,,,,,,,,,,,,,,,,,
"enticing",,"5",,"1",,,,,,,,,,,,,,,,,,
"entry",,"7",,"1",,,,,,,,,,,,,,,,,,
"eraser",,"4",,"1",,,,,,,,,,,,,,,,,,
"especially",,"16",,"1",,,,,,,,,,,,,,,,,,
"etched",,"11",,"1",,,,,,,,,,,,,,,,,,
"european",,"6",,"1",,,,,,,,,,,,,,,,,,
"evenly",,"14",,"1",,,,,,,,,,,,,,,,,,
"every",,"2",,"1",,,,,,,,,,,,,,,,,,
"everything",,"2",,"1",,,,,,,,,,,,,,,,,,
"evolving",,"10",,"1",,,,,,,,,,,,,,,,,,
"excellent",,"32",,"1",,,,,,,,,,,,,,,,,,
"except",,"2",,"1",,,,,,,,,,,,,,,,,,
"exceptional",,"20",,"1",,,,,,,,,,,,,,,,,,
"exceptionally",,"32",,"1",,,,,,,,,,,,,,,,,,
"exclusively",,"3",,"1",,,,,,,,,,,,,,,,,,
"exhibiting",,"2",,"1",,,,,,,,,,,,,,,,,,
"exhilarating",,"3",,"1",,,,,,,,,,,,,,,,,,
"expands",,"15",,"1",,,,,,,,,,,,,,,,,,
"expect",,"3",,"1",,,,,,,,,,,,,,,,,,
"exquisite",,"4",,"1",,,,,,,,,,,,,,,,,,
"extensive",,"2",,"1",,,,,,,,,,,,,,,,,,
"falls",,"3",,"1",,,,,,,,,,,,,,,,,,
"far",,"20",,"1",,,,,,,,,,,,,,,,,,
"fault",,"2",,"1",,,,,,,,,,,,,,,,,,
"favorite",,"3",,"1",,,,,,,,,,,,,,,,,,
"favorites",,"3",,"1",,,,,,,,,,,,,,,,,,
"fear",,"2",,"1",,,,,,,,,,,,,,,,,,
"features",,"3",,"1",,,,,,,,,,,,,,,,,,
"feel",,"213",,"1",,,,,,,,,,,,,,,,,,
"feels",,"2",,"1",,,,,,,,,,,,,,,,,,
"feet",,"14",,"1",,,,,,,,,,,,,,,,,,
"few",,"11",,"1",,,,,,,,,,,,,,,,,,
"field",,"2",,"1",,,,,,,,,,,,,,,,,,
"finger",,"2",,"1",,,,,,,,,,,,,,,,,,
"fining",,"2",,"1",,,,,,,,,,,,,,,,,,
"finish",,"698",,"1",,,,,,,,,,,,,,,,,,
"finished",,"2",,"1",,,,,,,,,,,,,,,,,,
"finishes",,"27",,"1",,,,,,,,,,,,,,,,,,
"finishing",,"17",,"1",,,,,,,,,,,,,,,,,,
"firmly",,"2",,"1",,,,,,,,,,,,,,,,,,
"firmness",,"2",,"1",,,,,,,,,,,,,,,,,,
"flagship",,"3",,"1",,,,,,,,,,,,,,,,,,
"flattens",,"3",,"1",,,,,,,,,,,,,,,,,,
"flavor",,"5",,"1",,,,,,,,,,,,,,,,,,
"flavorful",,"21",,"1",,,,,,,,,,,,,,,,,,
"flawed",,"2",,"1",,,,,,,,,,,,,,,,,,
"focused",,"28",,"1",,,,,,,,,,,,,,,,,,
"followed",,"23",,"1",,,,,,,,,,,,,,,,,,
"food",,"27",,"1",,,,,,,,,,,,,,,,,,
"foot",,"2",,"1",,,,,,,,,,,,,,,,,,
"force",,"8",,"1",,,,,,,,,,,,,,,,,,
"fore",,"33",,"1",,,,,,,,,,,,,,,,,,
"forget",,"2",,"1",,,,,,,,,,,,,,,,,,
"forgotten",,"14",,"1",,,,,,,,,,,,,,,,,,
"form",,"2",,"1",,,,,,,,,,,,,,,,,,
"four",,"6",,"1",,,,,,,,,,,,,,,,,,
"france",,"2",,"1",,,,,,,,,,,,,,,,,,
"frenchman",,"5",,"1",,,,,,,,,,,,,,,,,,
"frenchtown",,"4",,"1",,,,,,,,,,,,,,,,,,
"front",,"26",,"1",,,,,,,,,,,,,,,,,,
"further",,"2",,"1",,,,,,,,,,,,,,,,,,
"g",,"20",,"1",,,,,,,,,,,,,,,,,,
"game",,"98",,"1",,,,,,,,,,,,,,,,,,
"gaminess",,"3",,"1",,,,,,,,,,,,,,,,,,
"gew??????rztraminer",,"11",,"1",,,,,,,,,,,,,,,,,,
"gewurztraminer",,"7",,"1",,,,,,,,,,,,,,,,,,
"giant",,"3",,"1",,,,,,,,,,,,,,,,,,
"give",,"135",,"1",,,,,,,,,,,,,,,,,,
"glass",,"125",,"1",,,,,,,,,,,,,,,,,,
"glide",,"6",,"1",,,,,,,,,,,,,,,,,,
"glides",,"11",,"1",,,,,,,,,,,,,,,,,,
"go",,"13",,"1",,,,,,,,,,,,,,,,,,
"gone",,"4",,"1",,,,,,,,,,,,,,,,,,
"good",,"59",,"1",,,,,,,,,,,,,,,,,,
"goose",,"8",,"1",,,,,,,,,,,,,,,,,,
"gorgeously",,"6",,"1",,,,,,,,,,,,,,,,,,
"grabs",,"3",,"1",,,,,,,,,,,,,,,,,,
"grace",,"12",,"1",,,,,,,,,,,,,,,,,,
"gracefully",,"7",,"1",,,,,,,,,,,,,,,,,,
"graciano",,"3",,"1",,,,,,,,,,,,,,,,,,
"gramercy",,"4",,"1",,,,,,,,,,,,,,,,,,
"gravel",,"2",,"1",,,,,,,,,,,,,,,,,,
"greater",,"2",,"1",,,,,,,,,,,,,,,,,,
"grip",,"32",,"1",,,,,,,,,,,,,,,,,,
"gris",,"28",,"1",,,,,,,,,,,,,,,,,,
"grown",,"2",,"1",,,,,,,,,,,,,,,,,,
"had",,"24",,"1",,,,,,,,,,,,,,,,,,
"half",,"16",,"1",,,,,,,,,,,,,,,,,,
"hallmark",,"3",,"1",,,,,,,,,,,,,,,,,,
"hallmarks",,"3",,"1",,,,,,,,,,,,,,,,,,
"hand",,"2",,"1",,,,,,,,,,,,,,,,,,
"hang",,"7",,"1",,,,,,,,,,,,,,,,,,
"hanging",,"2",,"1",,,,,,,,,,,,,,,,,,
"hangs",,"48",,"1",,,,,,,,,,,,,,,,,,
"has",,"279",,"1",,,,,,,,,,,,,,,,,,
"haul",,"3",,"1",,,,,,,,,,,,,,,,,,
"haven",,"5",,"1",,,,,,,,,,,,,,,,,,
"having",,"2",,"1",,,,,,,,,,,,,,,,,,
"hawk",,"2",,"1",,,,,,,,,,,,,,,,,,
"heat",,"15",,"1",,,,,,,,,,,,,,,,,,
"heights",,"2",,"1",,,,,,,,,,,,,,,,,,
"help",,"2",,"1",,,,,,,,,,,,,,,,,,
"here",,"41",,"1",,,,,,,,,,,,,,,,,,
"hill",,"49",,"1",,,,,,,,,,,,,,,,,,
"hills",,"188",,"1",,,,,,,,,,,,,,,,,,
"his",,"2",,"1",,,,,,,,,,,,,,,,,,
"hits",,"2",,"1",,,,,,,,,,,,,,,,,,
"hoe",,"2",,"1",,,,,,,,,,,,,,,,,,
"holding",,"6",,"1",,,,,,,,,,,,,,,,,,
"hue",,"2",,"1",,,,,,,,,,,,,,,,,,
"hungarian",,"42",,"1",,,,,,,,,,,,,,,,,,
"hyper",,"4",,"1",,,,,,,,,,,,,,,,,,
"i",,"52",,"1",,,,,,,,,,,,,,,,,,
"i?????????ve",,"4",,"1",,,,,,,,,,,,,,,,,,
"ice",,"3",,"1",,,,,,,,,,,,,,,,,,
"if",,"9",,"1",,,,,,,,,,,,,,,,,,
"imagine",,"2",,"1",,,,,,,,,,,,,,,,,,
"immediately",,"12",,"1",,,,,,,,,,,,,,,,,,
"impeccably",,"5",,"1",,,,,,,,,,,,,,,,,,
"impossible",,"2",,"1",,,,,,,,,,,,,,,,,,
"impression",,"3",,"1",,,,,,,,,,,,,,,,,,
"impressive",,"35",,"1",,,,,,,,,,,,,,,,,,
"impressively",,"5",,"1",,,,,,,,,,,,,,,,,,
"in",,"1726",,"1",,,,,,,,,,,,,,,,,,
"including",,"26",,"1",,,,,,,,,,,,,,,,,,
"incredible",,"36",,"1",,,,,,,,,,,,,,,,,,
"incredibly",,"81",,"1",,,,,,,,,,,,,,,,,,
"indicate",,"3",,"1",,,,,,,,,,,,,,,,,,
"influences",,"2",,"1",,,,,,,,,,,,,,,,,,
"initially",,"52",,"1",,,,,,,,,,,,,,,,,,
"integrate",,"2",,"1",,,,,,,,,,,,,,,,,,
"integrated",,"74",,"1",,,,,,,,,,,,,,,,,,
"intensity",,"62",,"1",,,,,,,,,,,,,,,,,,
"interesting",,"13",,"1",,,,,,,,,,,,,,,,,,
"intricately",,"2",,"1",,,,,,,,,,,,,,,,,,
"intrusive",,"4",,"1",,,,,,,,,,,,,,,,,,
"is",,"1596",,"1",,,,,,,,,,,,,,,,,,
"it",,"227",,"1",,,,,,,,,,,,,,,,,,
"it?????????s",,"24",,"1",,,,,,,,,,,,,,,,,,
"its",,"103",,"1",,,,,,,,,,,,,,,,,,
"itself",,"11",,"1",,,,,,,,,,,,,,,,,,
"jacket",,"6",,"1",,,,,,,,,,,,,,,,,,
"juan",,"2",,"1",,,,,,,,,,,,,,,,,,
"jump",,"7",,"1",,,,,,,,,,,,,,,,,,
"jumps",,"12",,"1",,,,,,,,,,,,,,,,,,
"just",,"96",,"1",,,,,,,,,,,,,,,,,,
"keep",,"8",,"1",,,,,,,,,,,,,,,,,,
"keeps",,"2",,"1",,,,,,,,,,,,,,,,,,
"kelly",,"3",,"1",,,,,,,,,,,,,,,,,,
"kiona",,"57",,"1",,,,,,,,,,,,,,,,,,
"kirsch",,"2",,"1",,,,,,,,,,,,,,,,,,
"knock",,"2",,"1",,,,,,,,,,,,,,,,,,
"knudsen",,"2",,"1",,,,,,,,,,,,,,,,,,
"l",,"29",,"1",,,,,,,,,,,,,,,,,,
"la",,"2",,"1",,,,,,,,,,,,,,,,,,
"label",,"2",,"1",,,,,,,,,,,,,,,,,,
"laced",,"7",,"1",,,,,,,,,,,,,,,,,,
"lacking",,"3",,"1",,,,,,,,,,,,,,,,,,
"lacks",,"3",,"1",,,,,,,,,,,,,,,,,,
"laden",,"24",,"1",,,,,,,,,,,,,,,,,,
"lakes",,"7",,"1",,,,,,,,,,,,,,,,,,
"lakewold",,"6",,"1",,,,,,,,,,,,,,,,,,
"later",,"2",,"1",,,,,,,,,,,,,,,,,,
"layer",,"23",,"1",,,,,,,,,,,,,,,,,,
"lead",,"41",,"1",,,,,,,,,,,,,,,,,,
"leaning",,"5",,"1",,,,,,,,,,,,,,,,,,
"leap",,"4",,"1",,,,,,,,,,,,,,,,,,
"leesy",,"6",,"1",,,,,,,,,,,,,,,,,,
"lefore",,"5",,"1",,,,,,,,,,,,,,,,,,
"legacy",,"3",,"1",,,,,,,,,,,,,,,,,,
"length",,"10",,"1",,,,,,,,,,,,,,,,,,
"less",,"22",,"1",,,,,,,,,,,,,,,,,,
"level",,"9",,"1",,,,,,,,,,,,,,,,,,
"lewis",,"68",,"1",,,,,,,,,,,,,,,,,,
"library",,"4",,"1",,,,,,,,,,,,,,,,,,
"lick",,"25",,"1",,,,,,,,,,,,,,,,,,
"lies",,"11",,"1",,,,,,,,,,,,,,,,,,
